Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/18/2020,2/1/2020,11/14/2020,South Carolina,Male,65-74 years,506,"5,752",519,238,12,799,
11/18/2020,2/1/2020,11/14/2020,South Carolina,Male,75-84 years,669,"6,139",630,285,13,"1,026",
11/18/2020,2/1/2020,11/14/2020,South Carolina,Male,85 years and over,407,"4,259",430,179,0,663,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,All Ages,"1,961","21,904","1,862",838,51,"3,033",
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,Under 1 year,0,112,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,0-17 years,0,191,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,1-4 years,0,22,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,5-14 years,0,29,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,15-24 years,0,161,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,18-29 years,0,312,13,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,25-34 years,0,350,18,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,30-49 years,46,"1,225",59,17,0,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,35-44 years,22,603,26,0,0,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,45-54 years,61,"1,100",80,26,0,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,50-64 years,269,"3,253",296,118,0,456,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,55-64 years,229,"2,604",241,99,0,376,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,65-74 years,441,"4,280",428,211,0,665,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,75-84 years,535,"5,437",499,233,12,813,
11/18/2020,2/1/2020,11/14/2020,South Carolina,Female,85 years and over,662,"7,206",565,253,11,985,
11/18/2020,2/1/2020,11/14/2020,South Dakota,All Sexes,All Ages,501,"6,750",605,220,28,914,
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,All Ages,270,"3,593",354,134,18,508,
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,Under 1 year,0,24,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,0-17 years,0,46,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,15-24 years,0,56,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,18-29 years,0,88,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,25-34 years,0,100,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,30-49 years,16,290,17,0,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,35-44 years,0,147,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,45-54 years,14,211,19,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,50-64 years,44,623,64,25,0,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,55-64 years,36,494,53,20,0,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,65-74 years,47,750,73,23,0,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,75-84 years,70,857,103,35,0,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Male,85 years and over,92,939,96,41,0,152,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,All Ages,231,"3,157",251,86,10,406,
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,Under 1 year,0,26,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,0-17 years,0,41,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,15-24 years,0,19,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,18-29 years,0,29,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,25-34 years,0,33,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,30-49 years,0,143,0,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,35-44 years,0,68,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,45-54 years,12,127,14,0,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,50-64 years,23,384,43,15,0,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,55-64 years,17,313,33,13,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,65-74 years,32,497,46,14,0,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,75-84 years,55,708,63,25,0,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,South Dakota,Female,85 years and over,113,"1,355",88,31,0,174,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,All Sexes,All Ages,"3,671","65,428","5,765","1,840",142,"7,735",
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,All Ages,"2,056","34,490","3,177","1,070",71,"4,234",
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,Under 1 year,0,247,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,0-17 years,0,459,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,1-4 years,0,50,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,5-14 years,0,81,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,15-24 years,0,595,11,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,18-29 years,0,"1,084",22,0,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,25-34 years,20,"1,229",28,0,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,30-49 years,105,"3,460",137,46,0,200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,35-44 years,45,"1,597",64,21,0,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,45-54 years,107,"2,779",176,47,0,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,50-64 years,375,"7,504",629,199,19,824,
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,55-64 years,313,"5,929",511,171,14,667,
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,65-74 years,535,"7,977",812,289,27,"1,085",
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,75-84 years,644,"8,273",949,330,13,"1,276",
11/18/2020,2/1/2020,11/14/2020,Tennessee,Male,85 years and over,389,"5,733",623,203,0,815,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,All Ages,"1,615","30,938","2,588",770,71,"3,501",
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,Under 1 year,0,169,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,0-17 years,0,284,0,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,1-4 years,0,37,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,5-14 years,0,36,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,15-24 years,0,240,0,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,18-29 years,0,444,12,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,25-34 years,0,579,12,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,30-49 years,64,"1,968",105,30,11,150,
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,35-44 years,30,931,50,16,0,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,45-54 years,72,"1,728",133,38,0,175,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,50-64 years,254,"4,966",456,161,14,562,
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,55-64 years,211,"3,942",371,135,12,458,
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,65-74 years,373,"6,057",614,180,13,819,
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,75-84 years,450,"7,596",727,217,19,978,
11/18/2020,2/1/2020,11/14/2020,Tennessee,Female,85 years and over,465,"9,623",667,182,12,962,
11/18/2020,2/1/2020,11/14/2020,Texas,All Sexes,All Ages,"20,284","188,461","20,832","10,471",377,"31,008",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,All Ages,"11,685","101,044","11,694","6,073",180,"17,480",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,Under 1 year,0,829,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Male,0-17 years,14,"1,602",27,0,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Male,1-4 years,0,180,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Male,5-14 years,0,273,11,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Male,15-24 years,31,"1,934",45,11,0,65,
11/18/2020,2/1/2020,11/14/2020,Texas,Male,18-29 years,90,"3,141",103,38,0,157,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Male,25-34 years,168,"3,180",152,78,0,247,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Male,30-49 years,977,"9,359",729,441,16,"1,281",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,35-44 years,415,"4,351",328,191,0,558,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Male,45-54 years,"1,099","8,066",832,521,18,"1,428",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,50-64 years,"2,812","21,628","2,524","1,434",49,"3,950",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,55-64 years,"2,170","16,917","2,002","1,112",38,"3,097",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,65-74 years,"3,020","23,019","3,072","1,667",36,"4,460",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,75-84 years,"2,897","23,567","3,089","1,542",46,"4,487",
11/18/2020,2/1/2020,11/14/2020,Texas,Male,85 years and over,"1,875","18,728","2,150",949,27,"3,102",
11/18/2020,2/1/2020,11/14/2020,Texas,Female,All Ages,"8,599","87,413","9,138","4,398",197,"13,528",
11/18/2020,2/1/2020,11/14/2020,Texas,Female,Under 1 year,0,647,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Female,0-17 years,12,"1,096",18,0,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Female,1-4 years,0,129,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Female,5-14 years,0,192,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Female,15-24 years,23,662,21,0,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Female,18-29 years,49,"1,111",44,22,0,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Female,25-34 years,77,"1,288",65,32,0,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Texas,Female,30-49 years,495,"4,927",480,245,24,753,
11/18/2020,2/1/2020,11/14/2020,Texas,Female,35-44 years,236,"2,316",232,113,14,368,
11/18/2020,2/1/2020,11/14/2020,Texas,Female,45-54 years,553,"4,680",548,292,23,832,
11/18/2020,2/1/2020,11/14/2020,Texas,Female,50-64 years,"1,552","13,263","1,660",856,50,"2,405",
11/18/2020,2/1/2020,11/14/2020,Texas,Female,55-64 years,"1,213","10,483","1,320",680,35,"1,887",
11/18/2020,2/1/2020,11/14/2020,Texas,Female,65-74 years,"1,947","16,665","2,090","1,063",44,"3,016",
11/18/2020,2/1/2020,11/14/2020,Texas,Female,75-84 years,"2,156","21,490","2,364","1,133",39,"3,422",
11/18/2020,2/1/2020,11/14/2020,Texas,Female,85 years and over,"2,388","28,861","2,482","1,076",32,"3,826",
11/18/2020,2/1/2020,11/14/2020,Utah,All Sexes,All Ages,729,"16,653","1,034",296,41,"1,508",
11/18/2020,2/1/2020,11/14/2020,Utah,Male,All Ages,455,"8,786",597,196,28,884,
11/18/2020,2/1/2020,11/14/2020,Utah,Male,Under 1 year,0,109,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,0-17 years,0,190,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,1-4 years,0,19,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Utah,Male,5-14 years,0,30,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,15-24 years,0,188,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,18-29 years,0,285,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,25-34 years,0,303,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,30-49 years,32,859,31,10,0,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,35-44 years,18,423,16,0,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,45-54 years,36,578,37,18,0,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,50-64 years,89,"1,470",109,48,11,161,
11/18/2020,2/1/2020,11/14/2020,Utah,Male,55-64 years,65,"1,154",83,35,0,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,65-74 years,105,"1,771",145,54,0,199,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,75-84 years,131,"2,115",169,54,0,252,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Male,85 years and over,94,"2,096",134,29,0,203,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,All Ages,274,"7,867",437,100,13,624,
11/18/2020,2/1/2020,11/14/2020,Utah,Female,Under 1 year,0,92,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,0-17 years,0,144,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,1-4 years,0,11,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Utah,Female,5-14 years,0,25,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Utah,Female,15-24 years,0,78,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,18-29 years,0,130,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,25-34 years,0,169,0,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,30-49 years,15,519,22,0,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,35-44 years,0,259,11,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,45-54 years,16,356,18,0,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,50-64 years,41,977,69,17,0,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,55-64 years,31,780,58,15,0,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,65-74 years,61,"1,268",90,32,0,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,75-84 years,70,"2,004",124,27,0,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Utah,Female,85 years and over,86,"2,825",125,20,0,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,All Sexes,All Ages,62,"4,784",216,15,16,279,
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,All Ages,36,"2,495",125,12,10,159,
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,Under 1 year,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,0-17 years,0,15,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,15-24 years,0,22,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,18-29 years,0,42,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,25-34 years,0,64,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,30-49 years,0,181,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,35-44 years,0,81,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,45-54 years,0,158,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,50-64 years,0,456,13,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,55-64 years,0,357,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,65-74 years,0,520,23,0,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,75-84 years,16,630,41,0,0,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Male,85 years and over,0,651,45,0,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,All Ages,26,"2,289",91,0,0,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,Under 1 year,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,0-17 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,1-4 years,0,0,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,15-24 years,0,10,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,18-29 years,0,24,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,25-34 years,0,25,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,30-49 years,0,93,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,35-44 years,0,50,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,45-54 years,0,83,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,50-64 years,0,250,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
